Sentence,Rating,llm_gene_CEFR1,llm_gene_CEFR2,llm_gene_CEFR3,pred_1,pred_2,pred_3
I tried to do my homework but was distracted by my neighbor 's loud television .,4,My neighbor 's TV is too loud. I can't do my homework.,My neighbor's TV was too loud. I couldn't do my homework.,"My neighbor 's TV was too loud, so I couldn 't do my homework.",2,2,2
They were able to track the astronauts ' return and quickly get to the area where they landed .,4,They could see the astronauts come back and then go to their landing place.,They could see the astronauts coming back and reached them soon.,They were able to track the astronauts ' return and reach the landing site quickly.,3,3,3
"Once boot options have been selected , GRUB loads the selected kernel into memory and passes control to the kernel .",4,GRUB loads your computer with the operating system you chose.,GRUB then puts the chosen operating system into your computer's memory.,GRUB then loads the chosen operating system into your computer's memory.,3,3,3
"In the very early versions of quicksort , the leftmost element of the partition would often be chosen as the pivot element .",4,"First, we use the first item to sort our list.","In the first version of quicksort , the first thing was often used as a special point.","At first , the leftmost item was often used as the reference point for quicksort .",3,3,4
"Passes are synced between iOS devices using iCloud , and OS X 10.8.2 and later also support opening passes to be sent to users ' iOS devices .",4,"If you have an iPhone or iPad, you can share tickets with your friends using iCloud.",You can use iCloud to share things between your Apple devices.,"You can share passes with your friends using iCloud. If you have a Mac that is up-to-date, you can send passes to your friends' iPhones.",3,3,3
"In contrast , a real image is one that is formed when the outgoing rays from a point converge at a real location .",4,Light makes an image when it meets in one spot.,Real images are formed when light rays meet in one place.,"In contrast , a real image is formed when light rays come together in a real place.",3,3,3
"In British English , a car of this configuration is called a saloon .",4,"In Britain, we call this type of car a car with a fixed roof.","In Britain, this type of car is called a saloon.","In Britain , this type of car is called a saloon.",3,3,3
"There is a huge statue erected in honor of all the Netherlands sea-rescuers , opened in 1935 and is sometimes mistakenly assumed to honor Dorus .",4,There is a big statue in Holland that says thank you to sailors.,There is a big statue in the Netherlands to thank people who helped sailors at sea.,There is a big statue in Holland to thank people who saved sailors at sea.,3,3,3
"Despite having many troubles during his reign , Arshak II was able to change many parts of his kingdom for the better .",4,Arshak II was a good king. He did many good things despite some problems.,Arshak II was a good king who made some good changes.,"Arshak II changed many things in his kingdom for the better, despite facing many problems. ( Example 5 )",3,3,3
It is possible to walk upon the walls for roughly half the circumference .,4,You can walk on the walls.,You can walk around half of it.,You can walk around half of the castle walls. (Example 5),1,2,3
"In May 1863 , the inspector-general had directed the police to act on their own initiative .",4,"In 1863 , the police got more freedom.","In May 1863 , the police were told to act quickly.","In May 1863 , the police were told to make decisions on their own.",2,3,3
"Some engineering students and engineers carried ten-inch slide rules in belt holsters , and even into the mid 1970s this was a common sight on campuses .",4,Engineering students wore special measuring tools on their belts.,Engineers and students used to carry big rulers on their belts.,Engineering students often used large slide rules in special holders.,3,3,3
Tuckwell left the orchestra in 1968 and spent the rest of his career performing as a soloist and conductor .,4,"After the orchestra, Tuckwell became a well-known musician.","After leaving the orchestra, Tuckwell became a solo musician and a conductor.","After leaving the orchestra in 1968 , Tuckwell became a famous solo musician and conductor .",3,3,3
Frontal bossing is when the forehead becomes bigger than normal which may also make the brow ridge stick out more .,4,"If you have a big forehead, your eyebrows will look bigger.",Frontal bossing makes your forehead look bigger.,Frontal bossing makes your forehead larger than usual and sometimes makes your eyebrow bone stick out.,3,3,4
The role of a gamemaster in an online game is to enforce the game 's rules and provide general customer service .,4,You can ask for help when you play online games.,An online game helper makes sure people play fairly.,"In an online game , someone called a gamemaster makes sure everyone follows the rules and helps players if they need it .",2,3,3
"Confetti are made in a variety of colors , and commercially available confetti come in many different shapes .",4,Confetti is colourful and fun.,Confetti is colourful and comes in different shapes.,Confetti comes in different colors and shapes.,3,3,3
"There are 242 tokens on the disc , comprising 45 distinct signs .",4,You see letters and numbers on the disc.,"There are 242 signs on the disc, including 45 different pictures or symbols.","There are 242 symbols on the disc, and they are all different.",2,3,3
"JLab houses the world 's most powerful tunable free-electron laser , with an output of over 14 kilowatts .",4,JLab has a powerful laser.,JLab has a strong machine that makes a lot of energy.,"JLab has the world's most powerful laser, which produces over 14 kilowatts of energy. (Example 5)",2,3,3
Strong 's endorsement of left-wing causes set her apart from her colleagues on the school board .,4,Some people on the school board liked the left-wing ideas more than others.,Strong liked left-wing ideas more than the other school board members did.,Strong's support for left-wing causes made her different from the other members of the school board.,3,3,3
The chassis are made of chrome moly tubing .,4,Car bodies are made of strong metal tubes.,Chassis are made of metal.,Chrome moly tubing is used to make the car's frame.,2,2,4
"On firearms , bipods are commonly used on rifles and machine guns to provide a forward rest and reduce motion .",4,Big guns need special stands to help people aim.,People use special stands to keep their guns steady.,Some guns have two legs that help keep them steady when you are shooting. ( Example 5 ),3,3,3
"Although the sweet potato is not closely related botanically to the common potato , they have a shared etymology .",4,Sweet potatoes and normal potatoes are similar. They both grow on the ground.,"Although sweet potatoes and ordinary potatoes look different, they come from the same family.","Although the sweet potato and the common potato are not similar plants, they have a similar name.",3,3,3
The burden of proof is always on the person who brings a claim in a dispute .,4,You must prove what you say.,You need proof when you complain.,"If someone makes a claim in a dispute, they must prove it. ( Example 5 )",2,2,4
The guaracha is a genre of rapid tempo and with lyrics .,4,Guaracha music is quick and has lyrics.,Guaracha music is fast and has words.,Guaracha music has a fast tempo and words.,3,2,3
"Whether counsel is retained or appointed , the defendant has a right to counsel without a conflict of interest .",4,You can choose a good lawyer.,"If you get a lawyer, they should not have any problems that affect your case.","If you hire a lawyer or one is chosen for you, you have the right to a lawyer who will not work against you.",2,3,3
"Bharal are active throughout the day , feeding and resting on the grassy mountain slopes .",4,"During the day , bharal eat grass on mountains.",Bharal animals are always moving and rest on hills at night.,"Bharal are active all day, eating and resting on the grassy mountainsides.",3,3,3
"A for-loop has two parts : a header specifying the iteration , and a body which is executed once per iteration .",4,There are two things about a for-loop: how it works and what it does.,There are two things about a for-loop: where it starts and what it does.,"A for-loop has two parts . One part says how many times to repeat something , and the other part is what happens each time.",3,3,3
Orders of magnitude are generally used to make very approximate comparisons .,4,Orders of magnitude help us compare big numbers.,Orders of magnitude help us compare things roughly.,Orders of magnitude are used to make rough comparisons.,3,3,4
There are several types of wordplay used in cryptics .,4,Some puzzles play with words.,Cryptics play with words.,Cryptic puzzles use different kinds of wordplay.,2,4,4
"A grenade explosion blew Apiata off the bonnet of his vehicle , where he had been sleeping .",4,Apiata heard a loud explosion near his car.,Apiata was thrown off the car when a grenade exploded.,An explosion from a grenade threw Apiata off the car hood where he was sleeping.,3,3,4
"Most myosin molecules are composed of a head , neck , and tail domain .",4,Myosin has three parts.,"Myosin has three parts: a head, a neck, and a tail.","Myosin molecules have three parts: a head, a neck, and a tail.",2,3,4
"Academic research into wide area networks can be broken down into three areas : mathematical models , network emulation and network simulation .",4,"To research computers, we need to use maths and try things out.","Research into computer networks studies three important things: maths , testing and trying out the network.","Research into big computer networks involves three main topics: maths models, network imitation, and network testing.",3,3,4
"Islam also has its own form of Theistic evolution , which says that mainstream scientific analysis of the origin of the universe is supported by the Qur'an .",4,Some Muslims think the Qur'an says the world is old.,Some people think the Qur'an says evolution is true.,Some Muslims believe that the Quran supports the idea that the universe evolved from God . (Example 5),2,3,3
"Tuning a timpani by turning every tension rod by itself can be very hard , so some timpani makers invented different ways to change the drum 's pitch more quickly .",4,Timpanis are difficult to play . But people have made them easier.,"Changing the sound of a timpani is difficult , but some people have found a way to do it more easily.",Changing the pitch of a timpani is difficult . Some people have found ways to make it easier .,3,3,3
"The following table is a list of MPs elected on 5 May 2005 , ordered by constituency .",4,Here is a list of the new MPs in 2005 .They are from different places.,Here is a list of the new MPs . They are from different areas.,Here's a list of MPs who were elected on 5 May 2005 . ( Example 5 ),3,3,3
"There are two principal workarounds to this problem , which substitute digraphs for the accented letters .",4,You can change letters into sounds or groups of letters.,We have two ways to solve this problem. One way is to use special letters. Another way is to keep the letters with accents.,There are two solutions to this problem . They use special letter combinations instead of accents.,2,3,3
Oral sex is genital stimulation by the mouth .,4,Some people kiss or hug during sex.,You use your mouth to give someone pleasure.,You can use your mouth to stimulate someone's genitals.,2,2,4
"In computing , at least internally , metric time gained widespread use for ease of computation .",4,Computers use a special kind of time.,Computers use metric time because it's easier to work with.,Computers now often use metric time because it is easier to work with.,2,3,3
"In order for an officer to seize an item , the officer must have probable cause to believe the item is evidence of a crime or is contraband .",4,Police officers take things if they think they are important for a case.,An officer can only take something if they think it is important for an investigation.,An officer can only take something if they think it might be connected to a crime.,2,3,3
As the price of scrap metal has increased plaques have been the target of metal thieves wishing to resell the metal for cash .,4,Some signs were taken because they are made of valuable metal.,People steal metal plaques because they can sell them.,"Because scrap metal is now valuable, people are stealing plaques to sell for money.",3,3,3
The cause of the vibrations during the first stage of the flight was well known .,4,It was scary when the plane moved a lot when it took off.,You could see why the plane was shaking when it took off.,It was already known why the plane shook during the first part of the flight.,2,2,3
"The individual mineral grains in schist , drawn out into flaky scales by heat and pressure , can be seen by the naked eye .",4,Schist is a special kind of rock.,You can see small pieces of minerals in schist if you look closely.,"If you look closely at schist under normal light, you can see tiny mineral flakes.",3,4,4
"Individual rolls of 135 film are enclosed in single-spool , light - tight , metal cassettes to allow cameras to be loaded in daylight .",4,We put our cameras in cases so we can use them during the day.,Film is put in small metal boxes for cameras.,Each roll of film comes in a special box that keeps it safe from light.,2,2,3
These incidents led to reforms in the packaging of over- the -counter medications and to federal anti-tampering laws .,4,Some medicines have new boxes and rules to keep us safe.,There were new rules for medicine packaging and stronger laws to prevent people from messing with them.,There were changes to the way medicines were packaged and new laws were passed to stop people tampering with them.,3,3,3
"In the center is a machete and hoe , representing the revolution through which the nation gained independence and the importance of agricultural workers .",4,"In the middle of the picture, there is a machete and a hoe. This shows that the country fought for freedom and that farmers helped.",In the middle of the picture there is a machete and a hoe . They represent the country's struggle for freedom.,"In the middle is a machete and a hoe , showing how the country got its freedom and how important farmers are.",3,3,3
There is a large variety of colleges in the SUNY system with some overlap in specialties between sites .,4,There are many SUNY colleges. They are similar.,"There are many SUNY colleges, some of which are similar.","There are many different colleges in the SUNY system, but some have similar specialities.",2,3,3
"Dimensional lumber is lumber that is cut to standardized width and depth , specified in inches .",4,Wood is cut into standard pieces.,Standardized wood is wood that is cut to the same size.,Standard lumber comes in set sizes in inches.,3,3,3
"All Group 11 elements are relatively inert , corrosion - resistant metals .",4,Group 11 elements are hard to react.,Group 11 elements are strong and don 't rust easily.,Group 11 elements are metals that don 't easily react or corrode .,3,3,4
"Nausea is a non-specific symptom , which means that it has many possible causes .",4,You can feel sick for many reasons.,You can feel sick to your stomach for many reasons.,You can feel sick to your stomach for many different reasons.,2,2,2
Whitbourne has many of the facilities of a small town that has traditionally been a regional service center .,4,Whitbourne has shops and services that local people need.,Whitbourne is like a small town.,Whitbourne is like a small town that offers many services.,3,2,3
"Although the need for a better airport was acknowledged in 37 studies conducted between 1926 and 1938 , there was a statutory prohibition against federal development of airports .",4,"People wanted a new airport, but the government couldn't make one.","We need a new airport, but the government can ' t build one.","Many studies said we needed a better airport between 1926 and 1938, but the government was not allowed to build one.",2,2,3
"The mons pubis is the soft mound of fatty tissue at the front of the vulva , in the pubic region covering the pubic bone .",4,You have a soft layer of fat under your tummy.,"At the front of the woman ' s private parts, you can see a small soft area.","At the front of the vulva, there is a small mound of fatty tissue called the mons pubis. ( Example 5 )",3,3,5
Virenque was criticized by the media and satirists for his denial in the face of increasing evidence and his pretence of having been doped without his knowledge .,4,"Many people were angry with Virenque because he said he wasn't cheating, but they found proof that he was.","People criticised Virenque because he said he didn't cheat, but there was a lot of proof that he did.",Virenque was criticised for lying about taking drugs . ( Example 5 ),3,3,3
This phrase is British in origin and derives from sports that use goalposts .,4,This phrase is used in two sports: football and rugby.,This phrase is used in sports like football and rugby.,This phrase comes from British sports that have goalposts.,3,2,3
The melodic and harmonic versions of the scale are written in with accidentals as necessary .,4,Some scales have sharp or flat notes.,You use sharp or flat notes when you need to make the scale sound nice.,Melodic and harmonic versions of the scale use extra notes where needed.,3,3,4
"Further anatomical study led him to the conclusion that 'individual Africans differ as much , or even more , from other Africans as from Europeans ' .",4,He discovered that Africans are different from Europeans.,He learned that Africans are different from Europeans.,"He studied more and found that Africans are different from each other, just like they are different from Europeans. ( Example 5 )",2,2,3
"Due to its position , the hyoid bone does not fracture easily .",4,This bone is very strong.,This bone rarely breaks because it is in a safe place.,This bone doesn't break easily because of where it is in the body.,1,3,3
The protected area is part of the Terai-Duar savanna and grasslands ecoregion .,4,This park has grass and wild animals.,This area is part of a big grassland.,This protected area is part of a big region of grasslands and forests.,2,3,3
Ammunition makers often offer several bullet weights and types for a given cartridge .,4,Bullet companies make bullets in different sizes.,Manufacturers make different weights of one type of bullet.,You can buy bullets in different weights and types from ammunition makers.,3,4,3
"The evolutionary history of scorpions goes back to the Silurian , 430 million years ago .",4,Scorpions have been on Earth for a long time.,Scorpions have been on Earth for a very long time.,Scorpions have been on Earth for over 430 million years .,3,3,3
"However , because conventions are not textually based , their existence and practice are open to debate .",4,Some people don't think there are any conventions.,There is disagreement about these customs.,People argue about the existence and importance of conventions because they are not written down.,3,3,3
"In the end the use of neusis was deemed acceptable only when the two other , higher categories of constructions did not offer a solution .",4,"If the other ways don't work , we could use neusis.",You can use Neusis only if other methods don't work.,Only when other methods failed was the use of neusis allowed.,3,2,4
"The municipality key consists of eight digits , which are generated as follows : The first two numbers designate the individual German state .",4,Each place has a special number. It starts with the first letter of the state's name.,You need a special number to get a key. This number has eight digits. It shows where you live in Germany.,Each municipality has an eight - digit number . The first two numbers tell us which state it is in .,3,2,3
"Gunfire can be confused with other noises that can sound similar , such as firework explosions and cars backfiring .",4,Gunfire is very loud. It sounds like fireworks or cars backfiring.,Gunfire sounds like fireworks or backfiring cars.,Gunfire sounds like fireworks and car backfires.,3,3,3
"The short - beaked common dolphin is a medium-sized dolphin , but is smaller than the other species of the genus Delphinus , the long- beaked common dolphin .",4,This dolphin is not big. It is smaller than some other dolphins.,There are two types of dolphins . One is medium-sized and has a short beak . The other is bigger and has a long beak .,The short-beaked common dolphin is a medium-sized dolphin and smaller than another type of dolphin called the long-beaked common dolphin.,2,3,4
Pavement lights and related products were historically marketed as a way of saving on artificial lighting costs and making space more usable and pleasant .,4,Old pavement lights were used to save money and make streets look nice.,Old pavement lights were used to save money and make the streets look better.,"Years ago, people used pavement lights to save money on lighting and make spaces look nicer.",3,3,3
The state agency operates with an annual appropriation of approximately six million dollars and approximately 100 employees .,4,"Each year, the state agency gets a lot of money and hires many workers.","Every year, the government gives the agency $6 million and they have 100 employees.","Each year, the agency gets around $6 million and has about 100 staff members.",3,2,3
"Boomerang coasters have occasionally stalled , often in the Cobra Roll element .",4,Some coasters get stuck.,Sometimes the boomerang coasters break down on the Cobra Roll ride.,"Sometimes boomerang coasters stop working, especially at a certain part called the Cobra Roll.",3,4,4
Modern instruments classified as bugles are often valved .,4,Bugles now have valves.,Most bugles have valves now.,Modern bugles have valves.,2,3,3
"The third act is dominated by the puppet show , a play within the play .",4,There is a play inside the main play. It is about puppets.,There is a play within a play in the third act.,"In the third act, there's a puppet show that's part of the play.",3,3,3
"Embedded systems often reside in machines that are expected to run continuously for years without errors , and in some cases recover by themselves if an error occurs .",4,Some machines can work for a long time without stopping.They can correct their own mistakes.,"Embedded systems are used in machines that must keep working for a long time. If something goes wrong, they try to solve the problem on their own.",Some machines have special computer systems that keep working all the time and fix problems when they happen.,3,3,3
Chameleons have the most distinctive eyes of any reptile .,4,Chameleons have cool eyes.,Chameleons have special eyes.,Chameleons have very special eyes that help them see. ( Example 5 ),3,3,3
There are various methods used to treat phobias .,4,You can deal with fears in different ways.,You can treat phobias in different ways.,There are different ways to treat phobias.,2,3,4
"Depending on the culture , and family and social structures , same - sex preferences have been found to develop between 3 and 9 years old .",4,Young children think differently about sex when they grow up.,Boys and girls often like the same sex when they are between 3 and 9 years old.,"Children start to feel attracted to the same sex at different ages, from three to nine.",2,2,3
"Since the development of technology , Transmission and storage systems have been of immense interest to technologists and technology users .",4,Computers help us save and share information.,"Nowadays, technology makes it easy to send and keep information.",People have always been interested in new ways to send and store information.,2,3,3
"In an extension of his ionic theory Arrhenius proposed definitions for acids and bases , in 1884 .",4,Arrhenius said what acids and bases are.,Arrhenius had a new idea about acids and bases in 1884.,Arrhenius proposed definitions for acids and bases in 1884 as part of his ionic theory.,3,4,5
Transposable elements represent one of several types of mobile genetic elements .,4,Some parts of our DNA move around.,Some genes in our bodies can move around.,"There are different kinds of mobile genetic elements, and transposable elements are one of them.",3,3,4
The vibrant colors of the coat of arms are to point to a bright future for the islands .,4,Our islands are happy and safe because they are colourful.,The coat of arms is colourful and happy.,The colourful coat of arms shows that the islands have a bright future.,3,3,3
"Stotting makes a prey animal more visible , and uses up time and energy that could be spent on escaping from the predator .",4,Animals often look around when they run away. This makes them easy to see and weak.,Running fast makes you more visible and weakens you.,"By running fast and jumping around, an animal becomes more visible to its predator and gets tired.",3,3,3
Parish councils are run by volunteer councilors who are elected to serve for four years and are not paid .,4,Some people help the council for free.,Volunteers work for the local council and they don't get paid.,Volunteer councilors run the parish councils and do not get paid.,2,2,3
The growth and development of the Ediacara biota is also important .,4,We need to know how the Edicara biota lived.,Learning about the Ediacara biota is also important.,It is also interesting to know about how the Ediacara biota grew and developed.,3,4,4
"Many brands of ready sliced bread are available , some of which specifically market their suitability for toasting .",4,You can buy different types of bread for toasting.,"You can buy different kinds of sliced bread, including toast bread.","There are many types of pre-sliced bread available, some of which are designed for toasting.",2,2,3
"Depending on the size of the motorcade and who it is carrying , routes may be completely blockaded from the general public .",4,Big motorcades can stop traffic.,Big groups of cars can block the road.,Big motorcades can block roads completely.,2,2,3
"In order to judge if a language is actually endangered , the number of speakers is less important than the distribution among age cohorts .",4,Do people still speak this language? Do kids learn it?,We need to check if people of different ages still speak a language.,"To know if a language is in danger, it's more important to look at how many young people speak it rather than how many people speak it in total.",2,2,3
The lack of hair can cause health issues with kittens in the first weeks of life because they can get sick with respiratory infections .,4,Baby kittens need their fur to stay healthy.,Newborn kittens need their mother 's fur to keep them warm and healthy.,"Young kittens need their fur to stay healthy. If they lose it, they can get very ill. ( Example 5 )",3,3,3
Flamsteed calculated the solar eclipses of 1666 and 1668 .,4,Flamsteed found two important eclipse dates.,Flamsteed worked out when there would be two solar eclipses.,Flamsteed worked out when two solar eclipses would happen.,4,4,3
"The entire synod is divided into 35 districts , usually representing a specific geographic area .",4,There are many areas in the synod.,There are 35 areas in our church. Each area is different.,"There are 35 areas in the synod, each covering a particular part of the country.",3,2,3
The oldest khachkars in the cemetery go back to the late 10th century .,4,There are old tombstones in the cemetery.,"There are old gravestones in the cemetery that are over 1,000 years old.",Some of the stones in the cemetery date back to the late 10th century.,3,3,3
"The textile and manufacturing sectors across Scotland suffered significant decline in the post-war period and in particular from the 1960s , in the face of greater foreign competition .",4,Scotland ' s factories had problems after the war.,Scotland's textile industry was not doing well after the war because other countries were making things cheaper.,"After the war, Scotland's textile and manufacturing industries began to decline because they couldn't compete with cheaper foreign goods.",3,3,3
"s of 2019 , SkyTeam flies to more than 1,150 destinations in more than 175 countries and operates more than 14,500 daily flights .",4,SkyTeam has many flights.,SkyTeam has many flights to lots of countries every day.,"SkyTeam flies to over 1,150 destinations in more than 175 countries every day.",2,2,3
"Upon receiving its classification , the depression consisted of a partially exposed low-level center with deep convection occupying the northeastern semicircle .",4,They found out about the storm when it was still weak.,"After it was classified, the depression was a big storm with strong winds.","When it was classified, the depression had a low centre and strong winds in the north-east part.",2,3,3
Creos is working towards the national electric vehicle objective that consists of installing 800 public charging stations for electric cars and hybrid plug- in cars across the country by 2020 .,4,Creos wants to install many electric car charging stations in the country by 2020.,Creos wants to help the government put in 800 special car chargers by 2020.,Creos aims to help the country meet its goal of installing 800 public charging points for electric cars by 2020.,3,3,3
"The shot put event was first seen in the Middle Ages , when they would throw cannonballs at their enemies .",4,"For a very long time, people have been lifting heavy weights.",People have been lifting heavy weights for a long time.,Throwing heavy weights was an old sport that started in the Middle Ages.,2,2,3
Many of the recurring characters of the series have received traits based on the respective element .,4,Some characters are like their elements.,Many characters in the series are like the things they represent.,Some characters in the series have special powers based on the elements. ( Example 5 ),3,3,3
The theory of their use in sexual display was first proposed by Davitashvili in 1961 and has gained increasing acceptance since .,4,Some people think peacocks show off their beautiful tails to find friends.,Many people think that peacocks show off their tails when they are looking for friends.,"It was suggested that peacocks show off their tails to attract mates, and this idea has become more popular over time.",3,3,3
"In their usual habitat , chinchillas live either in burrows , or in crevices of rocks .",4,Chinchillas live in small holes.,Chinchillas often live in caves.,Chinchillas usually live in holes or under rocks.,3,3,3
The Weeks family began to suffer from a series of family tragedies almost at once after the completion of the house .,4,"After the Weeks family moved in, bad things started to happen.",Bad things started happening to the Weeks family after they moved into their new house.,Tragedy struck the Weeks family as soon as they moved into their new home. (Example 5),2,3,3
The stockyards became the focal point of the rise of some of the earliest international companies .,4,Stockyards helped big companies grow.,Big companies grew because of stockyards.,Some big international companies started in the stockyards.,2,3,3
"Military decorations , service awards , and medals are often mistakenly confused with one another .",4,"Medals, awards, and decorations are often confusing.","Some people confuse military decorations, service awards, and medals.","People often get military decorations, service awards, and medals mixed up.",3,3,3
"Eventually , the caldera cooled , allowing rain and snow to accumulate and form a lake .",4,"Then, the volcano stopped being hot. Now there's a lake.","Then, the volcano turned into a lake.","After a while, the volcano caldera cooled down, and a lake formed.",3,3,4
The meaning and intent are sometimes mirrored in different terms .,4,Some words are similar.,Words can mean different things or be used to trick people.,Words and phrases can have similar meanings or intentions.,2,3,3
"Interbrand competition was kept at a minimum , with superstars from all brands competing together only at pay-per-view events .",4,Many good sportsmen competed on television.,Stars from different TV companies worked together on special shows.,Superstars from different companies competed together only at special events that people paid to watch. (Example 5),2,3,3
All organisms studied contain many RNases of many different sorts .,4,There are many living things and they have different kinds of enzymes.,Many living things have different types of RNases.,Many different types of living things have many different kinds of enzymes called RNases. ( Example 5 ),4,3,4
"By 1851 , there were 15 asteroids , all but one with their own symbol .",4,We found many asteroids before 1851. We named them.,"By 1851 , we knew about 15 asteroids . We named each one.","By 1851 , there were 15 known asteroids , and each one had its own special sign. ( Example 5 )",3,3,4
The nouns and adjectives are created by removing the ending and thus obtaining the root .,4,Verbs change when they are in different tenses .,You remove the last letter from a word to get its root.,Verbs are formed by removing the ending and getting the root.,3,3,3
At straight rail 's inception there was no restriction on the manner of scoring .,4,"When the game began, there were no rules to follow.","When straight rail started, players could score in any way they wanted.","When straight rail first started, you could score in any way you wanted.",2,3,3
The frequency chosen for measuring candelas is in the visible spectrum near green .,4,We use a special light to see how much wax is left.,We use green light to measure brightness.,Green light is used to measure candelas.,3,2,3
Derwentwater is very scenic .,4,Derwentwater is a beautiful lake.,Derwentwater is a lovely lake.,Derwentwater is a beautiful lake.,2,2,2
The testes have two primary functions : to produce hormones and to produce sperm .,4,Testes make hormones and sperm.,One of the testes ' jobs is to make sperm and another job is to make hormones.,Testes have two main jobs: they make hormones and sperm.,4,4,3
The amount of propellant can be measured either in units of mass or weight .,4,We can measure fuel in two ways: by weight or by how heavy it is.,You can measure the propellant's weight or how heavy it is.,You can measure the propellant in two ways : by its weight or by how much it weighs.,3,3,3
"In the overnight hours after formation , the storm was disorganized with a shabby and abstracted center of circulation .",4,Then the storm became weaker.,"At first, the storm was messy and unclear.","When the storm formed, it was not clear and didn't have a strong center.",2,4,3
The term gets its name from its use in the parliamentary system of government .,4,This word is from politics.,This word is used in parliaments. ( Example 5 ),This term comes from the way it is used in parliaments.,2,3,3
The Classical Period also saw an increase in the use of statues and sculptures as decorations of buildings .,4,"Long ago, people put statues in buildings.",Buildings in ancient times often had statues and sculptures outside.,"During the Classical Period, buildings often had statues and sculptures as decorations.",3,3,3
"After several decades of prosperity , it entered a period of protracted political , military and economic decline .",4,But then the country had some problems.,"After many years, it started to get worse in many ways.",It became successful for many years but then started to decline.,2,2,3
"A radar gun , used to measure the speed of cars or balls in sports , is usually calibrated with tuning forks .",4,Radar guns have special parts that help them work properly.,"We use a special device to measure how fast things go , like cars and balls . It is often tested with tuning forks .",Radar guns use tuning forks to check if they are working correctly.,3,3,3
Castration is commonly performed on domestic animals not intended for breeding .,4,Some men cannot have babies.,Some animals are neutered if they won't be used to have babies.,Male animals that won't be used for breeding are often castrated. (Example 5),1,3,4
"Great part of his career , he had to deal with defending worshipping god in an environment of the anti-religious doctrine of communism .",4,"He believed in God, but his government did not.","For most of his life , he fought for his right to believe in God , but the government didn ' t allow that .","For most of his life, he had to defend his faith in a country where communism didn’t allow religion.",2,3,4
