Domain,Sub-domain,Paragraph,Context,Sentence,Rating,llm_gene_CEFR1,llm_gene_CEFR2,llm_gene_CEFR3,pred_1,pred_2,pred_3
Textbooks,Psychology,"Cognitive science is very closely related to cognitive psychology, but differs in some of the research   methods used, and has a slightly greater emphasis on explaining mental phenomena in terms of both   behavior and neural processing",,"Cognitive science is very closely related to cognitive psychology, but differs in some of the research   methods used, and has a slightly greater emphasis on explaining mental phenomena in terms of both   behavior and neural processing",4,"It's like psychology, but it also studies what we think.","Cognitive science is like psychology, but it looks at how our brains work and what we think.","Cognitive science is similar to psychology, but uses different methods and focuses on how our brains work and how we behave.",2,3,3
Wikipedia,Arts and Culture,"Drawing is used to express one's creativity, and therefore has been prominent in the world of art. Throughout much of history, drawing was regarded as the foundation for artistic practice. Initially, artists used and reused wooden tablets for the production of their drawings. Following the widespread availability of paper in the 14th century, the use of drawing in the arts increased. At this point, drawing was commonly used as a tool for thought and investigation, acting as a study medium whilst artists were preparing for their final pieces of work. The Renaissance brought about a great sophistication in drawing techniques, enabling artists to represent things more realistically than before, and revealing an interest in geometry and philosophy.The invention of the first widely available form of photography led to a shift in the hierarchy of the arts. Photography offered an alternative to drawing as a method for accurately representing visual phenomena, and traditional drawing practice was given less emphasis as an essential skill for artists, particularly so in Western society."," Following the widespread availability of paper in the 14th century, the use of drawing in the arts increased. At this point, drawing was commonly used as a tool for thought and investigation, acting as a study medium whilst artists were preparing for their final pieces of work. The Renaissance brought about a great sophistication in drawing techniques, enabling artists to represent things more realistically than before, and revealing an interest in geometry and philosophy.The invention of the first widely available form of photography led to a shift in the hierarchy of the arts.","Photography offered an alternative to drawing as a method for accurately representing visual phenomena, and traditional drawing practice was given less emphasis as an essential skill for artists, particularly so in Western society.",4,People used to draw pictures. We take photos now.,"With photography, artists could take pictures easily without needing to learn how to draw.","Photography became a new way to draw pictures, and many artists started to think drawing wasn't as important anymore.",1,2,3
Wikipedia,Arts and Culture,"When both the fronts and sides of a building are drawn, then the parallel lines forming a side converge at a second point along the horizon (which may be off the drawing paper.) This is a two-point perspective. Converging the vertical lines to a third point above or below the horizon then produces a three-point perspective.",,"When both the fronts and sides of a building are drawn, then the parallel lines forming a side converge at a second point along the horizon (which may be off the drawing paper.)",4,"When you draw a building from different sides, the lines come together on the horizon.","If you draw a building, the lines from the front and sides will meet at a point on the horizon.","When you draw a building from the front and side, the lines on the side seem to meet at a point on the horizon.",3,3,3
Wikipedia,Geography,"In 2008, an International Code of Area Nomenclature was proposed for biogeography.",,"In 2008, an International Code of Area Nomenclature was proposed for biogeography.",4,Someone suggested a new way to name animal homes.,"In 2008, scientists proposed a new way to name places on Earth for biologists.","In 2008, a new system was suggested to name areas where living things live.",2,3,3
Wikipedia,Health,"Laundry hygiene involves practices that prevent disease and its spread via soiled clothing and household linens such as towels. Items most likely to be contaminated with pathogens are those that come into direct contact with the body, e.g., underwear, personal towels, facecloths, nappies. Cloths or other fabric items used during food preparation, or for cleaning the toilet or cleaning up material such as feces or vomit are a particular risk.Microbiological and epidemiological data indicates that clothing and household linens etc. are a risk factor for infection transmission in home and everyday life settings as well as institutional settings. The lack of quantitative data linking contaminated clothing to infection in the domestic setting makes it difficult to assess the extent of this risk. It also indicates that risks from clothing and household linens are somewhat less than those associated with hands, hand contact and food contact surfaces, and cleaning cloths, but even so these risks need to be managed through effective laundering practices. In the home, this routine should be carried out as part of a multibarrier approach to hygiene which includes hand, food, respiratory and other hygiene practices.Infectious diseases risks from contaminated clothing etc. can increase significantly under certain conditions, e.g., in healthcare situations in hospitals, care homes and the domestic setting where someone has diarrhoea, vomiting, or a skin or wound infection. It increases in circumstances where someone has reduced immunity to infection."," It also indicates that risks from clothing and household linens are somewhat less than those associated with hands, hand contact and food contact surfaces, and cleaning cloths, but even so these risks need to be managed through effective laundering practices. In the home, this routine should be carried out as part of a multibarrier approach to hygiene which includes hand, food, respiratory and other hygiene practices.Infectious diseases risks from contaminated clothing etc. can increase significantly under certain conditions, e.g., in healthcare situations in hospitals, care homes and the domestic setting where someone has diarrhoea, vomiting, or a skin or wound infection.",It increases in circumstances where someone has reduced immunity to infection.,4,We get sick when we are weak.,"If your body is weak, you get sick easily.",You are more likely to catch an illness when your body's defences are weakened.,2,2,3
Wikipedia,History,"Qin Shi Huang, the first emperor of the Qin dynasty (221–207 BC), owed much of his success in unifying southern China to naval power, although an official navy was not yet established (see Medieval Asia section below). The people of the Zhou dynasty were known to use temporary pontoon bridges for general means of transportation, but it was during the Qin and Han dynasties that large permanent pontoon bridges were assembled and used in warfare (first written account of a pontoon bridge in the West being the oversight of the Greek Mandrocles of Samos in aiding a military campaign of Persian emperor Darius I over the Bosporus).",,"Qin Shi Huang, the first emperor of the Qin dynasty (221–207 BC), owed much of his success in unifying southern China to naval power, although an official navy was not yet established (see Medieval Asia section below).",4,He united China because he was strong.,Qin Shi Huang conquered southern China using his ships.,"Qin Shi Huang, the first Chinese emperor, used ships to conquer the south of China.",2,2,2
Wikipedia,History,"The Assyrians left control of Egypt to a series of vassals who became known as the Saite kings of the Twenty-Sixth Dynasty. By 653 BC, the Saite king Psamtik I was able to oust the Assyrians with the help of Greek mercenaries, who were recruited to form Egypt's first navy. Greek influence expanded greatly as the city-state of Naucratis became the home of Greeks in the Nile Delta. The Saite kings based in the new capital of Sais witnessed a brief but spirited resurgence in the economy and culture, but in 525 BC, the powerful Persians, led by Cambyses II, began their conquest of Egypt, eventually capturing the pharaoh Psamtik III at the Battle of Pelusium. Cambyses II then assumed the formal title of pharaoh, but ruled Egypt from Iran, leaving Egypt under the control of a satrap. A few successful revolts against the Persians marked the 5th century BC, but Egypt was never able to permanently overthrow the Persians.Following its annexation by Persia, Egypt was joined with Cyprus and Phoenicia in the sixth satrapy of the Achaemenid Persian Empire. This first period of Persian rule over Egypt, also known as the Twenty-Seventh Dynasty, ended in 402 BC, when Egypt regained independence under a series of native dynasties. The last of these dynasties, the Thirtieth, proved to be the last native royal house of ancient Egypt, ending with the kingship of Nectanebo II. A brief restoration of Persian rule, sometimes known as the Thirty-First Dynasty, began in 343 BC, but shortly after, in 332 BC, the Persian ruler Mazaces handed Egypt over to Alexander the Great without a fight.", The Assyrians left control of Egypt to a series of vassals who became known as the Saite kings of the Twenty-Sixth Dynasty.,"By 653 BC, the Saite king Psamtik I was able to oust the Assyrians with the help of Greek mercenaries, who were recruited to form Egypt's first navy.",4,"Long ago, an Egyptian king used Greek sailors to fight against the Assyrians and get back Egypt.","In 653 BC, the king of Egypt used Greek sailors to build a new navy and fight the Assyrians.","In 653 BC, the king of Egypt, Psamtik I, used Greek soldiers to defeat the Assyrians and build a new navy.",2,3,3
Wikipedia,Mathematics,"Sequences which do not tend to infinity are called bounded. Sequences which do not tend to positive infinity are called bounded above, while those which do not tend to negative infinity are bounded below.",,Sequences which do not tend to infinity are called bounded.,4,These sequences end.,Some sequences have an end.,"If a sequence doesn't go on forever, we call it bounded.",2,2,3
Wikipedia,Mathematics,"with respect to this distance. The uniform limit has ""nicer"" properties than the pointwise limit. For example, the uniform limit of a sequence of continuous functions is continuous.",with respect to this distance.,"The uniform limit has ""nicer"" properties than the pointwise limit.",4,We use averages to make things clearer.,It's better to use limits all the time rather than just sometimes.,One type of limit is better behaved than the other.,2,2,3
Wikipedia,Mathematics,A series which converges for all orderings is called unconditionally convergent. It can be proven to be equivalent to absolute convergence. This is defined as follows. A series is absolutely convergent if,A series which converges for all orderings is called unconditionally convergent.,It can be proven to be equivalent to absolute convergence.,4,They agree with each other.,It means that the value gets closer and closer to zero.,This means it's the same as absolute convergence.,2,2,4
Wikipedia,Natural Sciences,"Animals can reproduce in one of two ways: asexual and sexual. Nearly all animals engage in some form of sexual reproduction. They produce haploid gametes by meiosis. The smaller, motile gametes are spermatozoa and the larger, non-motile gametes are ova. These fuse to form zygotes, which develop via mitosis into a hollow sphere, called a blastula. In sponges, blastula larvae swim to a new location, attach to the seabed, and develop into a new sponge. In most other groups, the blastula undergoes more complicated rearrangement. It first invaginates to form a gastrula with a digestive chamber and two separate germ layers, an external ectoderm and an internal endoderm. In most cases, a third germ layer, the mesoderm, also develops between them. These germ layers then differentiate to form tissues and organs. Some animals are capable of asexual reproduction, which often results in a genetic clone of the parent. This may take place through fragmentation; budding, such as in Hydra and other cnidarians; or parthenogenesis, where fertile eggs are produced without mating, such as in aphids."," It first invaginates to form a gastrula with a digestive chamber and two separate germ layers, an external ectoderm and an internal endoderm. In most cases, a third germ layer, the mesoderm, also develops between them. These germ layers then differentiate to form tissues and organs.","Some animals are capable of asexual reproduction, which often results in a genetic clone of the parent.",4,Some animals don't have babies.,Some animals can make copies of themselves.,"Some animals can make copies of themselves without having sex, and these copies are genetically identical.",1,2,3
Wikipedia,Philosophy,"The word ""humanism"" derives from the Latin concept humanitas, which was first used by Cicero to describe values related to liberal education, a sense which survives in the modern university concept of the ""humanities"": the arts, philosophy, history, literature, and related disciplines. The word reappeared during the Italian Renaissance as umanista and entered the English language in the 16th century. The word ""humanist"" was used to describe a group of students of classical literature and those advocating for education based on it. In the early 19th century, the term Humanismus was used in Germany with several meanings and from there, it re-entered the English language with two distinct denotations; one an academic term linked to the study of classic literature while the other, more popular use signified a non-religious approach to life, implying an antithesis to theism. It is probable Bavarian theologian Friedrich Immanuel Niethammer coined the term humanismus to describe the new classical curriculum he planned to offer in German secondary schools. Soon, other scholars such as Georg Voigt and Jacob Burckhardt adopted the term. In the 20th century, the word was further refined, acquiring its contemporary meaning of a naturalistic approach to life, focusing on the well-being and freedom of humans.Defining humanism reveals the controversy surrounding humanism. For philosopher Sidney Hook, writing in 1974, humanists are opposed to the imposition of one culture in some civilizations, do not belong to a church or established religion, do not support dictatorships, do not justify violence for social reforms or are more loyal to an organization than their abstract values. Hook also said humanists support the elimination of  hunger and improvements to health, housing, and education. Also in 1974, Humanist philosopher H. J. Blackham said humanism is a concept that focuses on improving the social conditions of humanity, increasing the autonomy and dignity of all humans. In 1999, Jeaneane D. Fowler said the definition of humanism should include a rejection of divinity, and an emphasis on human well-being and freedom. She also comments there is a lack of a shared belief system or doctrine but, in general, humanists are aiming for happiness and self-fulfillment.In 2015, prominent humanist Andrew Copson attempted to define humanism as follows:"," Soon, other scholars such as Georg Voigt and Jacob Burckhardt adopted the term. In the 20th century, the word was further refined, acquiring its contemporary meaning of a naturalistic approach to life, focusing on the well-being and freedom of humans.Defining humanism reveals the controversy surrounding humanism. For philosopher Sidney Hook, writing in 1974, humanists are opposed to the imposition of one culture in some civilizations, do not belong to a church or established religion, do not support dictatorships, do not justify violence for social reforms or are more loyal to an organization than their abstract values.","Hook also said humanists support the elimination of  hunger and improvements to health, housing, and education.",4,Hook wants to help people.,"Humanists want to help people by ending hunger and giving them good homes, healthcare and education.","Hook said that humanists want to end hunger and improve health, homes, and schools.",1,2,2
Wikipedia,Social Sciences,Knowledge organization: Applications of cognitive psychology's understanding of how knowledge is organized in the brain has been a major focus within the field of education in recent years. The hierarchical method of organizing information and how that maps well onto the brain's memory are concepts that have proven extremely beneficial in classrooms.,,Knowledge organization: Applications of cognitive psychology's understanding of how knowledge is organized in the brain has been a major focus within the field of education in recent years.,4,Teachers are learning about memory.,We're trying to learn how our brains work when we remember things.,"Recently, education has focused on how we organize knowledge in our brains.",2,2,3
Wikipedia,Social Sciences,"Public sociology refers to an approach to the discipline which seeks to transcend the academy in order to engage with wider audiences. It is perhaps best understood as a style of sociology rather than a particular method, theory, or set of political values. This approach is primarily associated with Michael Burawoy who contrasted it with professional sociology, a form of academic sociology that is concerned primarily with addressing other professional sociologists. Public sociology is also part of the broader field of science communication or science journalism.","Public sociology refers to an approach to the discipline which seeks to transcend the academy in order to engage with wider audiences. It is perhaps best understood as a style of sociology rather than a particular method, theory, or set of political values.","This approach is primarily associated with Michael Burawoy who contrasted it with professional sociology, a form of academic sociology that is concerned primarily with addressing other professional sociologists.",4,Michael Burawoy wants sociologists to help people.,Michael Burawoy invented a new way of studying society. He thought it was better than asking other experts.,"Michael Burawoy likes to study sociology outside of universities, where ordinary people live and work.",3,3,3
Wikipedia,Social Sciences,"The sociology of communications and information technologies includes ""the social aspects of computing, the Internet, new media, computer networks, and other communication and information technologies.""",,"The sociology of communications and information technologies includes ""the social aspects of computing, the Internet, new media, computer networks, and other communication and information technologies.""",4,This subject is about how people communicate using computers and the internet.,This subject is about how people use technology to talk to each other.,This subject studies how people use computers and the internet and how it affects society.,2,2,2
Books,Biographies,His advice was again taken when it was necessary to settle upon what plan the young Prince of Wales should be educated.,,His advice was again taken when it was necessary to settle upon what plan the young Prince of Wales should be educated.,4,They asked him for advice on the prince's education.,Prince Charles's father was given advice about his education.,His advice was used when deciding what education the young prince should have.,2,2,3
Books,Biographies,"In 1816 he settled in Brussels, and soon afterward met his future wife in Germany. Princess Victoire Marie Louise was the youngest daughter of the Duke of Saxe-Coburg and widow of Prince Charles of Leiningen, who on his death had left her as the regent of his principality.","In 1816 he settled in Brussels, and soon afterward met his future wife in Germany.","Princess Victoire Marie Louise was the youngest daughter of the Duke of Saxe-Coburg and widow of Prince Charles of Leiningen, who on his death had left her as the regent of his principality.",4,Victoire was a princess who ruled her country.,"Victoire was a princess. When her husband died, she became the ruler of a small country.",Victoire was the last child of the Duke of Saxe-Coburg and the widow of Prince Charles of Leiningen.,2,3,3
Books,Biographies,"Few, if any, reigns in history have been so blameless as hers, and her domestic life was perfect in its harmony and the devotion of the members of her family to one another. She possessed the 'eye of the mistress' for every detail, however small, which concerned housekeeping matters, and though her style of entertaining was naturally often magnificent, everything was paid for punctually.",,"Few, if any, reigns in history have been so blameless as hers, and her domestic life was perfect in its harmony and the devotion of the members of her family to one another.",4,She was a kind queen with a happy home.,"She was a good queen, and her family loved each other.",Her time as queen was very good and her family life was happy.,2,2,2
Books,Children Stories,"When one wishes to play the wit, he sometimes wanders a little from the truth. I have not been altogether honest in what I have told you about the lamplighters. And I realize that I run the risk of giving a false idea of our planet to those who do not know it. Men occupy a very small place upon the Earth. If the two billion inhabitants who people its surface were all to stand upright and somewhat crowded together, as they do for some big public assembly, they could easily be put into one public square twenty miles long and twenty miles wide. All humanity could be piled up on a small Pacific islet.",,"When one wishes to play the wit, he sometimes wanders a little from the truth.",4,Don't lie.,"To be funny, people often tell little white lies.","If you want to be clever, you might tell a small lie.",1,2,2
Books,History,"And then, besides, to our knowledge of the Celtic genius, Mr. Norris has brought us from Cornwall, M. de la Villemarqué from Brittany, contributions, insignificant indeed in quantity, if one compares them with the mass of the Irish materials extant, but far from insignificant in value.",,"And then, besides, to our knowledge of the Celtic genius, Mr. Norris has brought us from Cornwall, M. de la Villemarqué from Brittany, contributions, insignificant indeed in quantity, if one compares them with the mass of the Irish materials extant, but far from insignificant in value.",4,Mr. Norris and M. de la Villemarqué told us something new. It helps us.,Two men have written more about Cornwall and Brittany.,Mr. Norris and Mr. de la Villemarqué have added some interesting information about the Celts from Cornwall and Brittany.,2,2,3
Books,Novels,"1831 and 1832, the two years which are immediately connected with the Revolution of July, form one of the most peculiar and striking moments of history. These two years rise like two mountains midway between those which precede and those which follow them. They have a revolutionary grandeur. Precipices are to be distinguished there. The social masses, the very assizes of civilization, the solid group of superposed and adhering interests, the century-old profiles of the ancient French formation, appear and disappear in them every instant, athwart the storm clouds of systems, of passions, and of theories. These appearances and disappearances have been designated as movement and resistance. At intervals, truth, that daylight of the human soul, can be descried shining there.","1831 and 1832, the two years which are immediately connected with the Revolution of July, form one of the most peculiar and striking moments of history.",These two years rise like two mountains midway between those which precede and those which follow them.,4,These two years were better than the others.,These two years are very special in history.,Two big rises happen in the middle of the two periods before and after them.,2,2,3
Books,Novels,"“That is very lucky,” said the old man, in a reproachful tone.",,"“That is very lucky,” said the old man, in a reproachful tone.",4,"“You are lucky,” he said.","“You're lucky,” the old man said.","“You're very lucky,” the old man said in a disapproving voice.",2,2,3
User Reviews,Books,"It is the fourth novel to feature Hercule Poirot as the lead detective. In King's Abbot, wealthy widow Mrs Ferrars unexpectedly commits suicide, which distresses her fiancé, widower Roger Ackroyd. At dinner that evening in Ackroyd's home of Fernly Park, his guests include his sister-in-law Mrs Cecil Ackroyd and her daughter Flora, big-game hunter Major Blunt, Ackroyd's personal secretary Geoffrey Raymond, and Dr James Sheppard, whom Ackroyd invited earlier that day.","It is the fourth novel to feature Hercule Poirot as the lead detective. In King's Abbot, wealthy widow Mrs Ferrars unexpectedly commits suicide, which distresses her fiancé, widower Roger Ackroyd.","At dinner that evening in Ackroyd's home of Fernly Park, his guests include his sister-in-law Mrs Cecil Ackroyd and her daughter Flora, big-game hunter Major Blunt, Ackroyd's personal secretary Geoffrey Raymond, and Dr James Sheppard, whom Ackroyd invited earlier that day.",4,Ackroyd had five guests at his house.,"Ackroyd invited some friends to his house that evening. They included his sister-in-law, her daughter, and some other people.","That night at Ackroyd's home, there were several guests, including his sister-in-law, her daughter, a hunter, his secretary, and a doctor.",2,3,3
User Reviews,Hotels,"When checking in the person at the front desk was supposed to put a hold on funds in our account, just for incidentals.  They ended up puting a hold on our account for incidentals and the entire room charge for our stay, even though the room had alreay been paid for.  Were told that money could not be released until we checked out.  Made several calls to general manager.  He never returned our calls.  We will never stay here again.  Very Poor Customer Service.","When checking in the person at the front desk was supposed to put a hold on funds in our account, just for incidentals.","They ended up puting a hold on our account for incidentals and the entire room charge for our stay, even though the room had alreay been paid for.",4,They took money from us because we forgot to pay for something.,We had to pay for things we used. They kept our money until we paid them.,They took money from our account for things we didn't use and for the room we already paid for.,2,2,2
User Reviews,Movies,"What a wonderful movie! I didn't realise Bob Clark had a movie in him like this. In fact I had to double check that it was Bob Clark who directed this, because while Black Christmas was good, he also did the atrocious Baby Geniuses movies and the lacklustre Rhinestone. Here in A Christmas Story though, this is not only the best I've seen Clark direct but I think it is his best film too.I love Christmas movies, and while A Christmas Story is not my absolute favourite, I think it fully deserves its title as timeless Christmas treasure. The film looks great with the cinematography skillful and the locations striking. The script is always witty and insightful, I loved the home truths and the lack of smut and saccharin which may have marred the film slightly if included. The story is beautifully structured and an enormous joy all the same. The pace was spot on too, while the entire cast performed impeccably.In fact, everything I have to say about A Christmas Story is good. It could have been a little longer perhaps, but overall this film is a classic and never less than hugely enjoyable. 9.5/10 Bethany Cox","What a wonderful movie! I didn't realise Bob Clark had a movie in him like this. In fact I had to double check that it was Bob Clark who directed this, because while Black Christmas was good, he also did the atrocious Baby Geniuses movies and the lacklustre Rhinestone.","Here in A Christmas Story though, this is not only the best I've seen Clark direct but I think it is his best film too.I love Christmas movies, and while A Christmas Story is not my absolute favourite, I think it fully deserves its title as timeless Christmas treasure.",4,Clark does a good job directing A Christmas Story. It's a good Christmas movie.,Clark did a great job directing A Christmas Story. It's one of my favourite Christmas movies. I really like watching Christmas films.,"This is Clark's best movie and one of the best Christmas films ever made. I like watching Christmas movies, and this one is very special.",1,1,2
User Reviews,Restaurants,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",4,They forgot our food. It took a long time to eat.,Our food took a long time to come. It was slow to serve and there were many mistakes.,We had to wait a long time because it took a while to get our food and some things were forgotten.,2,3,2
Guides,Code Documentation,"points = bbox2points(rectangle) converts the input rectangle, specified as [x y width height] into a list of four [x y] corner points. The rectangle input must be either a single bounding box or a set of bounding boxes.",,"points = bbox2points(rectangle) converts the input rectangle, specified as [x y width height] into a list of four [x y] corner points.",4,This formula turns a rectangle into its four corners.,This function turns a rectangle into four points.,This function takes a rectangle and turns it into a list of four points.,2,2,3
Guides,Code Documentation,"colormap map sets the colormap for the current figure to one of the predefined colormaps. If you set the colormap for the figure, then axes and charts in the figure use the same colormap. The new colormap is the same length (number of colors) as the current colormap. When you use this syntax, you cannot specify a custom length for the colormap.",colormap map sets the colormap for the current figure to one of the predefined colormaps.,"If you set the colormap for the figure, then axes and charts in the figure use the same colormap.",4,Changing one colour changes all the charts.,All the colours in a picture should match.,"When you set the colours for a chart, all the charts in it will use the same colours.",2,2,2
Guides,Code Documentation,"For most image file formats, imread uses 8 or fewer bits per color plane to store image pixels. This table lists the class of the returned image array, A, for the bit depths used by the file formats.",,"For most image file formats, imread uses 8 or fewer bits per color plane to store image pixels.",4,Many pictures use just a few colours.,Each picture on a computer is made up of small dots called pixels.,Most image files use 8 bits or fewer to store the colour information of each tiny picture part.,1,2,3
Guides,User Manuals,"You can configure connections to various types of Wi-Fi networks and hotspots, manage saved networks and look up your device's network addresses",,"You can configure connections to various types of Wi-Fi networks and hotspots, manage saved networks and look up your device's network addresses",4,You can connect to Wi-Fi and see your device's address.,"You can connect to Wi-Fi networks, save them for later, and see your device's address.","You can connect to different Wi-Fi networks, manage your saved connections and find your device's address.",2,3,3
Guides,User Manuals,"Near Field Communication (NFC) allows you to communicate with another device without connecting to a network. This technology is used by Android Beam and certain payment apps. The device that you are transferring to needs to support NFC, and it needs to be within four centimeters of your device",Near Field Communication (NFC) allows you to communicate with another device without connecting to a network. This technology is used by Android Beam and certain payment apps.,"The device that you are transferring to needs to support NFC, and it needs to be within four centimeters of your device",4,Put your devices near each other.,Your phone needs a special device close to it.,Your device and the other device need to support NFC and be close to each other.,1,2,3
Guides,User Manuals,"Android Auto brings the most useful apps to your device screen or your compatible car display in a format that makes it easy for you to keep your main focus on driving. You can control features like navigation and maps, calls and text messages, and music",,Android Auto brings the most useful apps to your device screen or your compatible car display in a format that makes it easy for you to keep your main focus on driving.,4,You can see maps and listen to music on your car's screen while driving.,"Android Auto shows you important things on the road, such as maps and messages.",Android Auto shows you important information on your car screen while you drive.,2,2,2
Policies,Code of Conduct,"If you feel that this document needs modification to its wording, feel free to reach out to any Fatima Fellowship organizer through Slack or the e-mail address provided on the program website",,"If you feel that this document needs modification to its wording, feel free to reach out to any Fatima Fellowship organizer through Slack or the e-mail address provided on the program website",4,Send an email to Fatima if you want to change this document.,Ask an organizer if you want to change something in this document.,"If you think the document needs to be changed, you can contact any Fatima Fellowship organizer by email or on Slack.",2,2,3
Policies,Code of Conduct,"Participation in Fatima Fellowship as an organizer, mentor, or fellow does not constitute any agency, partnership or joint venture between you and Fatima Fellowship and/or any other community member, or their home institution",,"Participation in Fatima Fellowship as an organizer, mentor, or fellow does not constitute any agency, partnership or joint venture between you and Fatima Fellowship and/or any other community member, or their home institution",4,You'll work with us.,Being part of our fellowship doesn't mean you work with us.,Being part of the Fatima Fellowship doesn't mean you're working for us or that we're partners.,2,2,2
