Domain,Sub-domain,Paragraph,Context,Sentence,Rating,llm_gene_CEFR1,llm_gene_CEFR2,llm_gene_CEFR3,STS_CEFR1,STS_CEFR2,STS_CEFR3,pred_1,pred_2,pred_3,P_CEFR1,P_CEFR2,P_CEFR3,R_CEFR1,R_CEFR2,R_CEFR3,AS_CEFR1,AS_CEFR2,AS_CEFR3,REFEREE_CEFR1,REFEREE_CEFR2,REFEREE_CEFR3,SLEDELTA_CEFR1,SLEDELTA_CEFR2,SLEDELTA_CEFR3,COLA_CEFR1,COLA_CEFR2,COLA_CEFR3
Textbooks,Psychology,"Cognitive science is very closely related to cognitive psychology, but differs in some of the research   methods used, and has a slightly greater emphasis on explaining mental phenomena in terms of both   behavior and neural processing",,"Cognitive science is very closely related to cognitive psychology, but differs in some of the research   methods used, and has a slightly greater emphasis on explaining mental phenomena in terms of both   behavior and neural processing",4,There is a connection between these two subjects. They look at things differently.,There are similarities between cognitive science and psychology. But they use different methods and study how our brains work when we think and behave.,"Cognitive science is similar to psychology, but it studies the brain and how we think and behave.",0.4314748644828796,0.858012855052948,0.8930038809776306,3,3,3,0.85831636,0.8944395,0.92100596,0.80821407,0.8520058,0.8503996,0.568207323551178,0.7133064270019531,0.5612636208534241,0.3072207868099212,0.9197714924812316,1.040276288986206,4.452640652656555,2.323416233062744,2.913367867469788,1,1,1
Wikipedia,Arts and Culture,"Drawing is used to express one's creativity, and therefore has been prominent in the world of art. Throughout much of history, drawing was regarded as the foundation for artistic practice. Initially, artists used and reused wooden tablets for the production of their drawings. Following the widespread availability of paper in the 14th century, the use of drawing in the arts increased. At this point, drawing was commonly used as a tool for thought and investigation, acting as a study medium whilst artists were preparing for their final pieces of work. The Renaissance brought about a great sophistication in drawing techniques, enabling artists to represent things more realistically than before, and revealing an interest in geometry and philosophy.The invention of the first widely available form of photography led to a shift in the hierarchy of the arts. Photography offered an alternative to drawing as a method for accurately representing visual phenomena, and traditional drawing practice was given less emphasis as an essential skill for artists, particularly so in Western society."," Following the widespread availability of paper in the 14th century, the use of drawing in the arts increased. At this point, drawing was commonly used as a tool for thought and investigation, acting as a study medium whilst artists were preparing for their final pieces of work. The Renaissance brought about a great sophistication in drawing techniques, enabling artists to represent things more realistically than before, and revealing an interest in geometry and philosophy.The invention of the first widely available form of photography led to a shift in the hierarchy of the arts.","Photography offered an alternative to drawing as a method for accurately representing visual phenomena, and traditional drawing practice was given less emphasis as an essential skill for artists, particularly so in Western society.",4,Now we can take photos easily instead of drawing.,"Long ago, people used cameras to draw things correctly. Drawing became less important for artists.",Photography became a way for people to draw what they saw. This meant that drawing was not as important for artists in Western countries.,0.5991232395172119,0.7700964212417603,0.7821624279022217,2,2,3,0.87234807,0.90094626,0.91490465,0.84390223,0.8763937,0.89115715,0.3119157254695892,0.925845980644226,0.9354524612426758,0.6923867464065552,1.164054036140442,1.2418181896209717,5.24972128868103,4.936095952987671,4.660037994384766,1,1,1
Wikipedia,Arts and Culture,"When both the fronts and sides of a building are drawn, then the parallel lines forming a side converge at a second point along the horizon (which may be off the drawing paper.) This is a two-point perspective. Converging the vertical lines to a third point above or below the horizon then produces a three-point perspective.",,"When both the fronts and sides of a building are drawn, then the parallel lines forming a side converge at a second point along the horizon (which may be off the drawing paper.)",4,"When you draw a building, the lines should meet at the horizon.","When we draw a building, the lines on one side meet at the horizon.","When we draw a building from all sides, the lines that form the sides meet at a point on the horizon.",0.7996644377708435,0.8228148221969604,0.8504039645195007,3,3,3,0.9330566,0.9294359,0.9397322,0.8695926,0.87739277,0.90196323,0.9351032376289368,0.8248369097709656,0.9483685493469238,0.6018946170806885,0.5979783535003662,0.4411883354187011,4.747609853744507,4.388556182384491,3.2620668411254883,1,1,1
Wikipedia,Geography,"In 2008, an International Code of Area Nomenclature was proposed for biogeography.",,"In 2008, an International Code of Area Nomenclature was proposed for biogeography.",4,"In 2008, scientists made a way to name places.","In 2008, scientists proposed a new system for naming places on Earth.","In 2008, a new system for naming areas in biology was suggested.",0.5154845714569092,0.5251515507698059,0.6862645745277405,2,2,3,0.9165811,0.9229475,0.952409,0.8710897,0.8943875,0.9126115,0.7203102707862854,0.4012258648872375,0.954377055168152,0.5682017803192139,0.9136329889297484,0.6340745091438293,4.409106161445379,3.3860552087426186,2.7632559798657894,1,1,1
Wikipedia,Health,"Laundry hygiene involves practices that prevent disease and its spread via soiled clothing and household linens such as towels. Items most likely to be contaminated with pathogens are those that come into direct contact with the body, e.g., underwear, personal towels, facecloths, nappies. Cloths or other fabric items used during food preparation, or for cleaning the toilet or cleaning up material such as feces or vomit are a particular risk.Microbiological and epidemiological data indicates that clothing and household linens etc. are a risk factor for infection transmission in home and everyday life settings as well as institutional settings. The lack of quantitative data linking contaminated clothing to infection in the domestic setting makes it difficult to assess the extent of this risk. It also indicates that risks from clothing and household linens are somewhat less than those associated with hands, hand contact and food contact surfaces, and cleaning cloths, but even so these risks need to be managed through effective laundering practices. In the home, this routine should be carried out as part of a multibarrier approach to hygiene which includes hand, food, respiratory and other hygiene practices.Infectious diseases risks from contaminated clothing etc. can increase significantly under certain conditions, e.g., in healthcare situations in hospitals, care homes and the domestic setting where someone has diarrhoea, vomiting, or a skin or wound infection. It increases in circumstances where someone has reduced immunity to infection."," It also indicates that risks from clothing and household linens are somewhat less than those associated with hands, hand contact and food contact surfaces, and cleaning cloths, but even so these risks need to be managed through effective laundering practices. In the home, this routine should be carried out as part of a multibarrier approach to hygiene which includes hand, food, respiratory and other hygiene practices.Infectious diseases risks from contaminated clothing etc. can increase significantly under certain conditions, e.g., in healthcare situations in hospitals, care homes and the domestic setting where someone has diarrhoea, vomiting, or a skin or wound infection.",It increases in circumstances where someone has reduced immunity to infection.,4,Some people get sick easily.,People with weak immune systems get sick more often.,This happens when people have weakened immune systems.,0.4866838455200195,0.6526925563812256,0.6718175411224365,2,2,2,0.8941074,0.89507914,0.9220271,0.86726105,0.890664,0.9103185,0.3030906915664673,0.1265468001365661,0.9135926961898804,0.2548786103725433,0.5234668850898743,0.6025676131248474,3.837287187576294,3.5527334809303284,2.939927577972412,1,1,1
Wikipedia,History,"Qin Shi Huang, the first emperor of the Qin dynasty (221–207 BC), owed much of his success in unifying southern China to naval power, although an official navy was not yet established (see Medieval Asia section below). The people of the Zhou dynasty were known to use temporary pontoon bridges for general means of transportation, but it was during the Qin and Han dynasties that large permanent pontoon bridges were assembled and used in warfare (first written account of a pontoon bridge in the West being the oversight of the Greek Mandrocles of Samos in aiding a military campaign of Persian emperor Darius I over the Bosporus).",,"Qin Shi Huang, the first emperor of the Qin dynasty (221–207 BC), owed much of his success in unifying southern China to naval power, although an official navy was not yet established (see Medieval Asia section below).",4,Qin Shi Huang conquered the south with his ships.,Qin Shi Huang united southern China using his powerful navy.,Qin Shi Huang was the first emperor of China. He became powerful because he controlled the sea.,0.7745210528373718,0.8432125449180603,0.8311566114425659,2,2,2,0.9291456,0.92765486,0.9430694,0.8420471,0.84600633,0.8644576,0.0833703652024269,0.936479389667511,0.8936930894851685,0.6310184001922607,0.6653812527656555,1.0795257091522217,5.161713838577271,3.887064814567566,4.370610237121582,1,1,1
Wikipedia,History,"The Assyrians left control of Egypt to a series of vassals who became known as the Saite kings of the Twenty-Sixth Dynasty. By 653 BC, the Saite king Psamtik I was able to oust the Assyrians with the help of Greek mercenaries, who were recruited to form Egypt's first navy. Greek influence expanded greatly as the city-state of Naucratis became the home of Greeks in the Nile Delta. The Saite kings based in the new capital of Sais witnessed a brief but spirited resurgence in the economy and culture, but in 525 BC, the powerful Persians, led by Cambyses II, began their conquest of Egypt, eventually capturing the pharaoh Psamtik III at the Battle of Pelusium. Cambyses II then assumed the formal title of pharaoh, but ruled Egypt from Iran, leaving Egypt under the control of a satrap. A few successful revolts against the Persians marked the 5th century BC, but Egypt was never able to permanently overthrow the Persians.Following its annexation by Persia, Egypt was joined with Cyprus and Phoenicia in the sixth satrapy of the Achaemenid Persian Empire. This first period of Persian rule over Egypt, also known as the Twenty-Seventh Dynasty, ended in 402 BC, when Egypt regained independence under a series of native dynasties. The last of these dynasties, the Thirtieth, proved to be the last native royal house of ancient Egypt, ending with the kingship of Nectanebo II. A brief restoration of Persian rule, sometimes known as the Thirty-First Dynasty, began in 343 BC, but shortly after, in 332 BC, the Persian ruler Mazaces handed Egypt over to Alexander the Great without a fight.", The Assyrians left control of Egypt to a series of vassals who became known as the Saite kings of the Twenty-Sixth Dynasty.,"By 653 BC, the Saite king Psamtik I was able to oust the Assyrians with the help of Greek mercenaries, who were recruited to form Egypt's first navy.",4,An Egyptian king used Greek sailors to help him fight a war and build a navy.,"Long ago, an Egyptian king named Psamtik I fought against the Assyrians with the help of some Greek soldiers. He used them to build Egypt's first navy.","In 653 BC, an Egyptian king named Psamtik I defeated the Assyrians with the help of some Greek sailors.",0.684589684009552,0.7925293445587158,0.7894033789634705,2,3,3,0.91119576,0.9408026,0.96925485,0.861567,0.92229927,0.9331514,0.9556667804718018,0.9686504602432252,0.8912228345870972,0.8072889447212219,1.0263572931289673,0.9765793681144714,3.745346397161484,2.847481608390808,1.7635161578655243,1,1,1
Wikipedia,Mathematics,"Sequences which do not tend to infinity are called bounded. Sequences which do not tend to positive infinity are called bounded above, while those which do not tend to negative infinity are bounded below.",,Sequences which do not tend to infinity are called bounded.,4,Some things stop eventually.,Some sequences stop after a certain number of steps.,Sequences that don’t go on forever are called bounded.,0.2153532654047012,0.4249267876148224,0.8932570219039917,2,2,3,0.85623646,0.8731393,0.9439042,0.81966305,0.84538496,0.95867735,0.6666304469108582,0.1823121607303619,0.9458267092704772,-0.2060817778110504,-0.5081167817115784,0.4849585294723511,2.030354857444763,0.0850536823272705,0.6317235231399536,1,1,1
Wikipedia,Mathematics,"with respect to this distance. The uniform limit has ""nicer"" properties than the pointwise limit. For example, the uniform limit of a sequence of continuous functions is continuous.",with respect to this distance.,"The uniform limit has ""nicer"" properties than the pointwise limit.",4,"Generally, the uniform limit is better than the pointwise limit.","In some cases, the uniform limit is better than the pointwise limit.",The uniform limit is better than the pointwise limit.,0.8822035789489746,0.9050130844116212,0.9256179928779602,4,4,4,0.9488174,0.9392241,0.97312564,0.9352972,0.9325535,0.94208974,0.4111863970756531,0.7129015922546387,0.2691937386989593,0.3362727165222168,0.4108174443244934,0.4326497316360473,0.7177445888519287,0.9521067142486572,1.2942910194396973,1,1,1
Wikipedia,Mathematics,A series which converges for all orderings is called unconditionally convergent. It can be proven to be equivalent to absolute convergence. This is defined as follows. A series is absolutely convergent if,A series which converges for all orderings is called unconditionally convergent.,It can be proven to be equivalent to absolute convergence.,4,It is the same as total agreement.,This is like absolute convergence.,This is the same as saying that it converges absolutely.,0.2022086679935455,0.7472040057182312,0.6936963200569153,2,2,3,0.9344412,0.9526955,0.91253185,0.90330184,0.9118601,0.9045559,0.7984415292739868,0.9868545532226562,0.98964124917984,-0.602016806602478,-0.1515451669692993,-0.6359481811523438,3.739756971597672,2.1910845041275024,1.795257717370987,1,1,1
Wikipedia,Natural Sciences,"Animals can reproduce in one of two ways: asexual and sexual. Nearly all animals engage in some form of sexual reproduction. They produce haploid gametes by meiosis. The smaller, motile gametes are spermatozoa and the larger, non-motile gametes are ova. These fuse to form zygotes, which develop via mitosis into a hollow sphere, called a blastula. In sponges, blastula larvae swim to a new location, attach to the seabed, and develop into a new sponge. In most other groups, the blastula undergoes more complicated rearrangement. It first invaginates to form a gastrula with a digestive chamber and two separate germ layers, an external ectoderm and an internal endoderm. In most cases, a third germ layer, the mesoderm, also develops between them. These germ layers then differentiate to form tissues and organs. Some animals are capable of asexual reproduction, which often results in a genetic clone of the parent. This may take place through fragmentation; budding, such as in Hydra and other cnidarians; or parthenogenesis, where fertile eggs are produced without mating, such as in aphids."," It first invaginates to form a gastrula with a digestive chamber and two separate germ layers, an external ectoderm and an internal endoderm. In most cases, a third germ layer, the mesoderm, also develops between them. These germ layers then differentiate to form tissues and organs.","Some animals are capable of asexual reproduction, which often results in a genetic clone of the parent.",4,Some animals can have babies without having sex. The babies look like their parents.,"Some animals can have babies without having sex, and their babies look like them.","Some animals can make copies of themselves without a mate, and these copies look exactly like the parent.",0.582409143447876,0.5733738541603088,0.7281484603881836,2,2,3,0.9079411,0.89988315,0.91121113,0.9014373,0.89203274,0.91662335,0.4976920187473297,0.5456080436706543,0.0271310843527317,1.064437985420227,0.9328721761703492,0.807706356048584,3.947331145405769,3.026467762887478,2.34268470108509,1,1,1
Wikipedia,Philosophy,"The word ""humanism"" derives from the Latin concept humanitas, which was first used by Cicero to describe values related to liberal education, a sense which survives in the modern university concept of the ""humanities"": the arts, philosophy, history, literature, and related disciplines. The word reappeared during the Italian Renaissance as umanista and entered the English language in the 16th century. The word ""humanist"" was used to describe a group of students of classical literature and those advocating for education based on it. In the early 19th century, the term Humanismus was used in Germany with several meanings and from there, it re-entered the English language with two distinct denotations; one an academic term linked to the study of classic literature while the other, more popular use signified a non-religious approach to life, implying an antithesis to theism. It is probable Bavarian theologian Friedrich Immanuel Niethammer coined the term humanismus to describe the new classical curriculum he planned to offer in German secondary schools. Soon, other scholars such as Georg Voigt and Jacob Burckhardt adopted the term. In the 20th century, the word was further refined, acquiring its contemporary meaning of a naturalistic approach to life, focusing on the well-being and freedom of humans.Defining humanism reveals the controversy surrounding humanism. For philosopher Sidney Hook, writing in 1974, humanists are opposed to the imposition of one culture in some civilizations, do not belong to a church or established religion, do not support dictatorships, do not justify violence for social reforms or are more loyal to an organization than their abstract values. Hook also said humanists support the elimination of  hunger and improvements to health, housing, and education. Also in 1974, Humanist philosopher H. J. Blackham said humanism is a concept that focuses on improving the social conditions of humanity, increasing the autonomy and dignity of all humans. In 1999, Jeaneane D. Fowler said the definition of humanism should include a rejection of divinity, and an emphasis on human well-being and freedom. She also comments there is a lack of a shared belief system or doctrine but, in general, humanists are aiming for happiness and self-fulfillment.In 2015, prominent humanist Andrew Copson attempted to define humanism as follows:"," Soon, other scholars such as Georg Voigt and Jacob Burckhardt adopted the term. In the 20th century, the word was further refined, acquiring its contemporary meaning of a naturalistic approach to life, focusing on the well-being and freedom of humans.Defining humanism reveals the controversy surrounding humanism. For philosopher Sidney Hook, writing in 1974, humanists are opposed to the imposition of one culture in some civilizations, do not belong to a church or established religion, do not support dictatorships, do not justify violence for social reforms or are more loyal to an organization than their abstract values.","Hook also said humanists support the elimination of  hunger and improvements to health, housing, and education.",4,Hook said that humanists want to help people live well.,"Humanists want to end hunger and improve health, homes, and schools.","Hook said that humanists want to end hunger and improve healthcare, homes, and schools.",0.8050955533981323,0.7709188461303711,0.8927319645881653,2,2,2,0.9245002,0.9165828,0.9386575,0.8889674,0.9065798,0.9310131,0.942489504814148,0.9899673461914062,0.9970567226409912,0.8691809773445129,0.8924096822738647,1.009473443031311,2.6856340169906616,2.482993602752685,2.078865170478821,1,1,1
Wikipedia,Social Sciences,Knowledge organization: Applications of cognitive psychology's understanding of how knowledge is organized in the brain has been a major focus within the field of education in recent years. The hierarchical method of organizing information and how that maps well onto the brain's memory are concepts that have proven extremely beneficial in classrooms.,,Knowledge organization: Applications of cognitive psychology's understanding of how knowledge is organized in the brain has been a major focus within the field of education in recent years.,4,Scientists study how we remember things.,"Recently, people have been studying how we organize our thoughts.","In education, researchers have been studying how we organize our knowledge in our brains.",0.4098183512687683,0.5556309819221497,0.7776842713356018,1,2,3,0.89693826,0.9004084,0.91949576,0.8531412,0.8797871,0.8962556,0.2770253717899322,0.5802320837974548,0.9609447717666626,0.480218768119812,0.7364956140518188,0.8232033252716064,5.046998143196106,4.717347860336304,3.871491551399231,1,1,1
Wikipedia,Social Sciences,"Public sociology refers to an approach to the discipline which seeks to transcend the academy in order to engage with wider audiences. It is perhaps best understood as a style of sociology rather than a particular method, theory, or set of political values. This approach is primarily associated with Michael Burawoy who contrasted it with professional sociology, a form of academic sociology that is concerned primarily with addressing other professional sociologists. Public sociology is also part of the broader field of science communication or science journalism.","Public sociology refers to an approach to the discipline which seeks to transcend the academy in order to engage with wider audiences. It is perhaps best understood as a style of sociology rather than a particular method, theory, or set of political values.","This approach is primarily associated with Michael Burawoy who contrasted it with professional sociology, a form of academic sociology that is concerned primarily with addressing other professional sociologists.",4,Michael Burawoy has a different way of doing sociology.,Michael Burawoy created this method. He used it to say that some sociologists only write for other experts.,Michael Burawoy is known for his approach to sociology. He compared it to a type of sociology that only talks to other experts.,0.7838560342788696,0.6440552473068237,0.8552345633506775,3,3,4,0.9202645,0.8979124,0.91104186,0.8574448,0.8791344,0.88612795,0.8927343487739563,0.1543253362178802,0.8963311314582825,0.2768415212631225,0.7878015637397766,1.0805246829986572,4.2352055311203,3.5687659978866577,3.096783995628357,1,1,1
Wikipedia,Social Sciences,"The sociology of communications and information technologies includes ""the social aspects of computing, the Internet, new media, computer networks, and other communication and information technologies.""",,"The sociology of communications and information technologies includes ""the social aspects of computing, the Internet, new media, computer networks, and other communication and information technologies.""",4,This subject is about how people communicate using computers and the internet.,This is the study of how people use computers and the internet to talk to each other.,"This is the study of how people use computers, the internet, and other communication tools.",0.5962119102478027,0.582720160484314,0.6040025949478149,2,2,2,0.8939499,0.88054615,0.909095,0.86614597,0.8620684,0.8855305,0.8125900626182556,0.1795919239521026,0.4173416495323181,0.7140711545944214,0.8144568800926208,0.7856715321540833,3.2783397436141968,4.206509351730347,2.835145354270935,1,1,1
Books,Biographies,His advice was again taken when it was necessary to settle upon what plan the young Prince of Wales should be educated.,,His advice was again taken when it was necessary to settle upon what plan the young Prince of Wales should be educated.,4,He helped the young Prince of Wales choose what to study.,People asked him for advice on what to do with the young Prince of Wales.,His advice was needed when deciding how to educate the young Prince of Wales.,0.7727723717689514,0.7715353965759277,0.9035963416099548,2,2,3,0.92509085,0.90870357,0.9370364,0.8866644,0.8859086,0.9146166,0.9621005058288574,0.4877537190914154,0.915547013282776,0.8886788487434387,0.817319929599762,0.7872234582901001,3.0667262077331543,2.928995370864868,2.021195411682129,1,1,1
Books,Biographies,"In 1816 he settled in Brussels, and soon afterward met his future wife in Germany. Princess Victoire Marie Louise was the youngest daughter of the Duke of Saxe-Coburg and widow of Prince Charles of Leiningen, who on his death had left her as the regent of his principality.","In 1816 he settled in Brussels, and soon afterward met his future wife in Germany.","Princess Victoire Marie Louise was the youngest daughter of the Duke of Saxe-Coburg and widow of Prince Charles of Leiningen, who on his death had left her as the regent of his principality.",4,Victoire was a princess. She married a king and later became queen when her husband died.,"Princess Victoire was the youngest daughter of a duke and the widow of a prince. When her husband died, she became the ruler of the country.","Princess Victoire was the youngest daughter of the Duke of Saxe-Coburg. She was also the widow of Prince Charles. When he died, she became the ruler of his country.",0.6823521256446838,0.8288538455963135,0.890162467956543,2,3,4,0.8886811,0.92657304,0.94892657,0.83609664,0.884018,0.9312707,0.3350783586502075,0.98114013671875,0.9624382853507996,1.0699647665023804,1.074403166770935,1.067427635192871,4.677281975746155,3.1748453974723816,3.224244952201844,1,1,1
